UID,Name,Age,Position(s),Foot,Height (CM),Weight (KG),International Caps,International Goals,Club,Sell value (€),Wages (€),Contract expiration (year),Aerial Reach,Command of Area,Communication,Eccentricity,First Touch,Handling,Kicking,One on Ones,Passing,Punching (Tendency),Reflexes,Rushing Out (Tendency),Throwing,Aggression,Anticipation,Bravery,Composure,Concentration,Decisions,Determination,Flair,Leadership,Off the Ball,Positioning,Teamwork,Vision,Work Rate,Acceleration,Agility,Balance,Jumping Reach,Natural Fitness,Pace,Stamina,Strength,Free Kick Taking,Penalty Taking,Technique,Rel. clause (€),CA,PA
67258569,Adrián Fernández,22,GK,Right,177.0,70.0,,,Alzira,2380.0,290.0,1.0,9.0,8.0,7.0,5.0,3,10.0,9.0,11.0,10,11.0,12.0,10.0,4.0,5,9,11,7,9,14,17,2,1,1,8,8,7,5,11,17,8,9,13,10,1,5,6,2,5,56960.0,38.0,50.0
85006162,Anthony Beuve,34,GK,Right,186.0,73.0,,,US Avranches,21951560.0,870.0,2.0,12.0,11.0,10.0,7.0,7,11.0,9.0,11.0,6,11.0,12.0,12.0,8.0,8,11,13,13,12,11,14,7,8,1,11,12,6,7,11,13,13,13,14,10,13,11,6,4,7,,48.0,52.0
85022969,Franck L'Hostis,32,GK,Right,186.0,77.0,,,Bourg en Bresse,3680.0,950.0,1.0,12.0,11.0,12.0,8.0,7,12.0,7.0,11.0,7,14.0,13.0,11.0,7.0,8,11,12,12,12,11,13,6,12,1,11,11,8,11,11,11,12,13,15,11,12,12,5,3,7,,48.0,52.0
91151088,Timon Weiner,23,GK,Right,191.0,76.0,,,Holstein Kiel,42020.0,840.0,1.0,15.0,12.0,9.0,5.0,1,14.0,12.0,10.0,10,12.0,14.0,6.0,8.0,14,13,13,6,9,12,16,3,7,3,8,8,7,7,11,15,8,14,15,10,4,5,6,2,6,,48.0,58.0
91174835,Benjamin Reitz,24,GK,Right,180.0,78.0,,,Pirmasens,1790.0,610.0,2.0,10.0,10.0,10.0,7.0,8,11.0,10.0,13.0,9,8.0,11.0,8.0,9.0,5,10,9,8,8,10,13,7,7,8,10,10,11,12,9,12,11,12,12,8,16,16,7,3,9,,41.0,52.0
92077969,Nikolai Rehnen,25,GK,Right,191.0,82.0,,,SV Sandhausen,10340.0,1000.0,1.0,14.0,10.0,7.0,5.0,1,7.0,9.0,11.0,11,12.0,14.0,11.0,7.0,11,11,10,8,10,11,13,2,14,1,10,8,8,8,13,12,9,14,12,11,8,7,6,1,4,,48.0,52.0
2000021443,Salvatore Di Chiara,18,GK,Right,184.0,,,,Frosinone,22450.0,220.0,1.0,15.0,6.0,3.0,5.0,1,13.0,10.0,5.0,6,10.0,13.0,9.0,8.0,11,8,14,2,10,13,5,2,5,3,5,6,5,3,9,11,1,5,13,8,1,3,7,1,2,,28.0,47.0
2000023660,Luca Usai,18,GK,Right,193.0,,,,Free Agent,,,,8.0,10.0,5.0,5.0,1,12.0,11.0,5.0,7,14.0,9.0,11.0,7.0,10,2,10,4,10,3,10,1,9,2,8,4,3,3,9,13,4,10,13,11,1,5,2,2,1,,20.0,50.0
2000041587,Jean-Marie Plath,20,GK,Left,190.0,80.0,,,Meuselwitz,1340.0,490.0,3.0,9.0,10.0,13.0,11.0,1,13.0,8.0,8.0,12,14.0,14.0,8.0,9.0,7,9,11,7,5,13,13,2,4,2,11,8,7,7,10,7,8,16,14,7,4,8,5,3,6,,41.0,50.0
2000062288,Sebastián Huerta,21,GK,Right,179.0,66.0,,,Tampico Madero,1040.0,180.0,2.0,9.0,9.0,11.0,5.0,4,12.0,9.0,9.0,9,5.0,12.0,8.0,10.0,9,9,10,8,8,11,11,1,8,2,7,9,11,9,9,11,5,11,15,12,4,8,9,3,5,,39.0,53.0
2000124778,Gorka San Nicolás,21,GK,Right,186.0,,,,Eibar,34110.0,290.0,1.0,12.0,6.0,2.0,5.0,1,12.0,5.0,5.0,5,11.0,12.0,9.0,8.0,12,9,12,1,9,12,17,2,1,1,5,5,4,4,11,13,5,6,10,10,1,4,7,3,3,209720.0,33.0,51.0
2000222869,Gabriele Tortorelli,18,GK,Right,187.0,,,,Fidelis Andria,13050.0,150.0,1.0,13.0,6.0,6.0,7.0,1,8.0,10.0,5.0,10,7.0,13.0,14.0,8.0,5,8,13,5,9,7,4,1,3,2,6,5,4,4,12,14,6,13,8,10,4,3,5,2,1,,23.0,40.0
1510905,Fran Dorronsoro,37,GK,Right,180.0,70.0,,,Tarazona,490.0,1030.0,1.0,10.0,10.0,12.0,12.0,7,12.0,12.0,11.0,8,10.0,13.0,10.0,10.0,7,8,12,5,9,10,6,3,11,2,11,7,3,8,12,14,12,11,13,12,13,10,7,1,7,52820.0,49.0,52.0
1512096,David Cortegoso,35,GK,Right,183.0,78.0,,,Choco,960.0,670.0,1.0,12.0,8.0,8.0,5.0,5,10.0,11.0,9.0,9,7.0,10.0,8.0,9.0,9,11,12,8,14,11,15,1,7,3,13,8,7,7,10,13,8,7,11,10,6,5,6,4,6,,40.0,52.0
28121642,Jack Bycroft,20,GK,Right,184.0,71.0,,,Taunton,48460.0,1160.0,2.0,12.0,10.0,6.0,4.0,5,10.0,10.0,11.0,8,7.0,11.0,8.0,9.0,12,10,7,8,9,8,3,1,13,2,8,10,7,7,13,10,8,10,10,14,2,7,4,2,1,,33.0,50.0
28121688,Giosuè Bellagambi,20,GK,Right,191.0,77.0,,,Salford,28510.0,870.0,2.0,13.0,8.0,7.0,8.0,4,9.0,11.0,9.0,6,7.0,11.0,9.0,10.0,9,8,13,3,8,14,11,1,7,3,11,7,6,6,10,16,7,16,13,13,4,8,4,2,2,,33.0,48.0
29175035,Ryan Schofield,22,GK,Right,190.0,,,,Crawley,345370.0,2320.0,1.0,12.0,8.0,9.0,8.0,9,12.0,14.0,12.0,8,5.0,16.0,8.0,12.0,8,11,10,9,9,9,12,3,5,1,10,11,9,11,11,13,9,12,15,12,11,9,6,1,7,,49.0,58.0
34000306,Matthieu Pichot,32,GK,Right,184.0,78.0,,,,4770.0,1000.0,1.0,12.0,11.0,13.0,7.0,7,12.0,9.0,11.0,8,6.0,13.0,11.0,7.0,8,11,14,10,12,11,14,5,12,1,11,11,7,6,9,11,14,12,14,8,14,12,6,2,7,,49.0,52.0
43109698,Nicholas Battaiola,25,GK,Right,185.0,78.0,,,Fiorenzuola,4090.0,1020.0,1.0,9.0,11.0,11.0,7.0,7,12.0,10.0,13.0,9,9.0,12.0,12.0,11.0,7,9,15,10,11,13,14,8,9,5,11,12,9,12,8,12,11,10,17,8,15,11,7,3,8,,49.0,52.0
43390570,Alessio Martorel,22,GK,Right,196.0,87.0,,,Taranto,32170.0,510.0,2.0,10.0,10.0,9.0,8.0,4,10.0,10.0,9.0,14,9.0,10.0,8.0,11.0,13,8,9,9,11,10,14,1,6,2,9,10,9,9,10,12,11,13,12,11,12,12,4,3,7,,38.0,50.0
43612031,Lorenzo Magni,21,GK,Right,195.0,88.0,,,Siena,42920.0,510.0,3.0,13.0,13.0,10.0,5.0,1,10.0,9.0,6.0,9,8.0,11.0,7.0,6.0,8,6,7,8,12,14,12,3,2,3,6,8,6,6,8,13,8,17,14,9,1,8,5,3,3,,35.0,48.0
48047526,Dorian Salhi,23,GK,Right,184.0,74.0,,,FC Borgo,1740.0,380.0,1.0,12.0,10.0,11.0,5.0,5,10.0,12.0,11.0,10,5.0,12.0,11.0,9.0,13,11,9,10,8,8,13,1,10,1,8,9,12,8,14,14,8,12,10,14,5,9,8,2,6,,43.0,51.0
48048236,Yves Ingrand,20,GK,Right,187.0,,,,Cholet,8380.0,190.0,1.0,7.0,8.0,6.0,5.0,1,13.0,8.0,8.0,4,5.0,13.0,6.0,10.0,10,10,12,3,10,12,4,1,10,2,13,7,6,6,9,15,7,11,12,10,3,5,6,3,1,,36.0,54.0
49035577,Marc-Antoine Guillaume,26,GK,Right,181.0,71.0,,,ASM Belfort,2840.0,500.0,1.0,11.0,8.0,12.0,5.0,3,13.0,7.0,12.0,9,8.0,14.0,5.0,6.0,11,9,15,8,7,10,10,3,9,3,14,8,7,7,12,11,8,10,5,10,7,8,6,3,3,,44.0,52.0
50056142,Isaac Rouaud-Simon,24,GK,Right,184.0,,1.0,0.0,EA Guingamp,580.0,480.0,1.0,13.0,9.0,8.0,5.0,5,9.0,11.0,5.0,8,9.0,12.0,12.0,8.0,9,12,15,7,10,6,16,1,10,3,10,7,6,6,13,9,7,7,17,13,6,6,6,2,2,,35.0,52.0
52090186,Brian Maher,21,GK,Right,187.0,,,,Derry City,25440.0,1040.0,2.4,11.0,9.0,10.0,12.0,10,12.0,11.0,11.0,11,13.0,13.0,11.0,10.0,6,12,11,11,11,12,16,3,4,2,10,12,9,11,12,11,9,12,15,11,12,9,5,1,10,,47.0,60.0
58153781,Petr Kudakovskiy,21,GK,Right,195.0,84.0,,,Gijón,58500.0,310.0,1.0,7.0,11.0,9.0,5.0,4,13.0,6.0,9.0,8,12.0,13.0,11.0,12.0,14,6,15,11,12,11,16,3,7,1,10,7,6,6,9,12,2,15,13,12,6,12,6,3,1,514160.0,41.0,59.0
61039095,Ross Laidlaw,29,GK,Right,194.0,65.0,,,Ross County,5850.0,1390.0,3.9,15.0,10.0,11.0,6.0,6,13.0,11.0,12.0,6,4.0,13.0,10.0,13.0,9,11,14,8,11,10,13,4,9,10,11,12,6,13,6,10,9,16,10,8,12,14,7,1,5,,49.0,52.0
67000814,Davo,36,GK,Right,186.0,77.0,,,Real Avilés,580.0,400.0,1.0,9.0,12.0,11.0,1.0,11,10.0,13.0,12.0,10,9.0,12.0,9.0,9.0,14,10,8,7,10,12,18,1,11,3,12,10,10,10,10,9,11,14,12,10,10,10,5,1,10,127200.0,46.0,52.0
2000225291,Ralfi Hand,17,GK,Right,178.0,,,,Charlton,28400.0,200.0,1.0,12.0,8.0,7.0,5.0,4,12.0,9.0,4.0,4,11.0,8.0,6.0,6.0,8,5,6,1,5,12,3,5,3,1,12,3,1,4,10,11,4,2,13,11,6,2,1,1,1,,23.0,58.0
91149526,Tom Müller,24,GK,Right,190.0,87.0,,,Preußen Münster,2510.0,1370.0,1.0,14.0,7.0,9.0,5.0,1,12.0,10.0,9.0,9,11.0,14.0,6.0,8.0,10,10,8,9,9,14,13,1,14,1,11,9,8,8,13,8,9,14,9,14,7,7,5,1,5,,47.0,52.0
91204460,Carl Leonhard,21,GK,Right,185.0,80.0,,,RW Koblenz,680.0,170.0,1.0,11.0,12.0,10.0,5.0,4,9.0,6.0,9.0,10,13.0,12.0,11.0,8.0,5,8,11,8,11,8,11,2,14,3,13,8,6,7,8,6,8,11,12,6,2,7,7,4,3,,35.0,48.0
91209642,Tim Hansen,24,GK,Right,194.0,95.0,,,Schott Mainz,900.0,440.0,1.0,13.0,6.0,8.0,5.0,1,13.0,9.0,9.0,4,5.0,13.0,10.0,5.0,7,9,15,5,9,13,13,1,5,3,9,7,6,6,10,5,6,15,11,10,6,6,6,1,2,,39.0,52.0
92069820,Steve Kroll,25,GK,Right,191.0,87.0,,,Darmstadt,13020.0,1920.0,1.0,12.0,12.0,10.0,8.0,6,13.0,9.0,11.0,6,9.0,13.0,7.0,10.0,11,10,15,11,11,10,12,3,11,3,12,11,5,11,6,12,10,15,10,7,9,14,2,4,6,,47.0,52.0
95078848,Jonas Hupe,22,GK,Right,200.0,93.0,,,Free Agent,,,,9.0,8.0,10.0,5.0,4,13.0,12.0,7.0,9,5.0,13.0,10.0,6.0,5,6,9,6,7,14,11,2,6,1,11,8,5,7,11,12,8,15,14,6,4,7,5,3,1,,41.0,59.0
2000065989,Maxim Hertel,23,GK,Right,196.0,,,,Tasmania Berlin,1080.0,430.0,1.0,12.0,6.0,10.0,6.0,3,12.0,13.0,10.0,6,5.0,12.0,5.0,8.0,5,10,7,6,10,13,10,3,11,2,14,8,6,6,11,10,8,14,7,7,1,9,7,1,2,,40.0,48.0
2000076220,Antonio Gallego,21,GK,Right,181.0,,,,Murcia,70340.0,600.0,2.0,7.0,9.0,12.0,10.0,2,13.0,11.0,11.0,7,8.0,12.0,6.0,7.0,14,10,11,9,8,11,12,3,1,1,9,8,7,7,10,16,8,10,16,9,2,7,8,3,3,122350.0,43.0,55.0
2000106773,Joan Ramos,21,GK,Right,184.0,72.0,,,A. Sagunto,2030.0,290.0,1.0,11.0,5.0,10.0,5.0,1,13.0,8.0,10.0,9,6.0,13.0,7.0,7.0,6,11,10,8,5,14,3,2,9,2,10,8,7,7,6,14,8,8,12,8,6,4,9,2,1,56960.0,38.0,48.0
2000196765,Jens Balzukat,17,GK,Right,192.0,,,,SC Paderborn,15930.0,400.0,1.0,10.0,7.0,2.0,8.0,1,12.0,8.0,5.0,7,12.0,12.0,15.0,9.0,6,5,5,4,8,7,5,1,11,2,6,4,3,3,12,15,5,10,14,12,1,5,3,2,1,,20.0,51.0
832992,Ermanno Fumagalli,40,GK,Right,183.0,75.0,,,Messina,310.0,990.0,1.0,11.0,11.0,10.0,10.0,6,12.0,13.0,12.0,9,14.0,12.0,10.0,11.0,10,11,12,9,10,11,13,3,11,4,10,6,8,8,10,11,10,12,14,9,10,10,2,5,5,,46.0,51.0
4210775,Paco Fernández,43,GK,Right,185.0,89.0,,,Buñol,0.0,,,10.0,11.0,10.0,5.0,8,9.0,11.0,13.0,10,5.0,15.0,7.0,8.0,7,14,15,10,8,12,16,1,15,1,7,12,8,10,9,11,12,13,11,12,13,11,1,14,9,,50.0,51.0
8441302,Jean-Christophe Bouet,38,GK,Right,184.0,84.0,,,Villefranche,410.0,900.0,1.0,11.0,11.0,12.0,6.0,7,12.0,10.0,11.0,8,10.0,13.0,8.0,8.0,8,12,12,11,13,11,13,3,11,2,12,13,8,7,8,11,13,12,13,7,11,12,7,4,7,,48.0,51.0
13157130,Samuel Diarra,23,GK,Right,183.0,73.0,,,Villarrubia,1290.0,290.0,1.0,10.0,13.0,13.0,5.0,5,13.0,13.0,8.0,9,9.0,13.0,8.0,6.0,10,9,9,6,11,10,7,2,8,1,8,8,7,7,9,11,8,8,15,9,4,4,8,2,1,,40.0,55.0
29193530,Scott Moloney,21,GK,Left,185.0,61.0,,,Barrow,6850.0,460.0,1.0,11.0,11.0,8.0,7.0,7,12.0,10.0,12.0,8,4.0,10.0,11.0,9.0,11,8,12,9,11,8,12,5,5,7,9,8,7,8,9,12,11,10,9,9,8,10,7,2,7,,37.0,56.0
34001035,Jérémy Aymes,33,GK,Right,189.0,85.0,,,FC Martigues,2700.0,850.0,1.0,13.0,13.0,11.0,6.0,6,12.0,11.0,13.0,7,6.0,11.0,11.0,10.0,9,11,12,9,12,9,14,5,8,3,11,10,8,8,10,12,13,14,13,10,11,12,6,3,6,,49.0,51.0
34001150,Sébastien Callamand,37,GK,Right,186.0,82.0,,,Plastics Vallée FC,0.0,,,12.0,12.0,12.0,6.0,7,10.0,8.0,10.0,7,7.0,12.0,12.0,10.0,8,10,12,11,12,11,12,6,8,3,10,12,6,7,9,11,13,15,14,8,11,12,7,3,5,,44.0,51.0
43068454,Jacopo Coletta,30,GK,Right,184.0,79.0,,,Lucchese,5980.0,540.0,2.0,11.0,14.0,12.0,7.0,7,13.0,12.0,14.0,8,7.0,11.0,12.0,13.0,8,10,11,12,13,11,12,3,11,3,11,7,6,10,8,12,13,13,13,10,13,11,6,2,8,,51.0,51.0
43069782,Alessandro Tonti,30,GK,Left,187.0,85.0,,,Latina,2480.0,720.0,1.0,11.0,12.0,12.0,9.0,9,10.0,11.0,11.0,9,12.0,12.0,13.0,11.0,5,10,7,12,12,12,17,3,12,4,9,13,10,9,9,10,10,12,13,10,12,11,6,2,7,,44.0,51.0
43075155,Andrea Sala,28,GK,Right,187.0,76.0,,,Catanzaro,3480.0,940.0,2.0,12.0,11.0,11.0,9.0,7,12.0,11.0,12.0,7,13.0,12.0,13.0,10.0,9,11,11,10,9,11,14,9,11,9,10,10,9,10,10,11,12,11,10,8,10,12,6,1,6,,45.0,51.0
43323071,Giuseppe Marcianò,22,GK,Right,190.0,76.0,,,Frosinone,2370.0,600.0,1.0,12.0,10.0,10.0,7.0,6,11.0,9.0,11.0,8,10.0,12.0,14.0,13.0,8,9,11,9,10,10,12,3,7,3,8,7,6,10,9,12,12,11,12,9,10,12,1,3,8,,40.0,58.0
43424699,Federico Botti,20,GK,Left,188.0,80.0,,,Pro Sesto,3720.0,580.0,2.0,11.0,9.0,9.0,5.0,7,11.0,10.0,11.0,9,13.0,12.0,12.0,11.0,6,10,10,8,9,10,11,2,7,3,12,5,5,11,8,11,10,11,10,9,10,11,7,2,8,,41.0,52.0
49046897,Thierno Dia,20,GK,Right,187.0,,,,AS Saint-Priest,620.0,140.0,1.0,12.0,9.0,8.0,5.0,1,9.0,8.0,8.0,9,10.0,14.0,10.0,7.0,9,9,15,6,12,13,6,3,5,1,8,6,4,5,9,12,4,7,12,9,1,4,7,1,4,,34.0,52.0
50048450,Maxime Cassara,30,GK,Right,191.0,91.0,,,Free Agent,,,,13.0,10.0,12.0,5.0,7,11.0,11.0,10.0,9,11.0,12.0,7.0,11.0,11,11,13,10,12,10,13,5,10,2,11,12,8,12,8,10,14,14,13,7,13,15,5,3,8,,48.0,51.0
50053414,Thomas Secchi,25,GK,Right,185.0,75.0,,,Rodez AF,1590.0,480.0,1.0,9.0,7.0,8.0,5.0,1,10.0,11.0,8.0,5,13.0,13.0,8.0,6.0,5,7,13,8,7,12,14,2,12,2,10,5,7,6,12,12,11,12,11,13,1,11,6,2,3,,43.0,51.0
67188823,Cristian Arco,27,GK,Left,183.0,82.0,,,Ciudad de Lucena,2660.0,390.0,1.0,10.0,10.0,9.0,5.0,7,12.0,9.0,9.0,13,10.0,14.0,12.0,10.0,9,10,10,10,11,10,12,2,10,3,9,8,5,8,10,15,10,12,14,10,12,10,7,3,5,,44.0,51.0
67204283,Aitor González,27,GK,Right,186.0,,,,Free Agent,,,,8.0,10.0,12.0,5.0,1,13.0,8.0,7.0,8,15.0,13.0,11.0,9.0,13,11,14,7,7,14,5,1,7,1,10,9,8,8,12,15,8,14,12,14,3,7,5,3,3,,46.0,51.0
67216593,Sergio Pérez,29,GK,Right,185.0,75.0,,,C.S. Puertollano,1620.0,290.0,1.0,13.0,12.0,8.0,5.0,4,14.0,8.0,8.0,8,8.0,13.0,5.0,8.0,5,6,15,7,8,13,14,2,12,1,7,7,6,6,12,16,7,12,15,13,6,6,7,3,1,94510.0,41.0,51.0
67248423,Jagoba Zárraga,24,GK,Right,187.0,80.0,,,Cerdanyola,2140.0,290.0,1.0,14.0,11.0,11.0,5.0,1,14.0,13.0,8.0,6,14.0,14.0,11.0,8.0,5,7,15,5,10,11,6,2,6,3,10,7,6,6,13,14,7,7,13,11,5,5,7,2,1,133070.0,43.0,51.0
67260172,Gonzalo,22,GK,Right,182.0,,,,C.D. Estepona,1120.0,290.0,1.0,13.0,12.0,8.0,5.0,1,9.0,10.0,9.0,7,6.0,12.0,9.0,6.0,6,10,10,7,10,13,11,1,14,1,12,7,6,6,13,8,3,7,12,11,2,5,3,2,2,86620.0,34.0,47.0
67260509,Rubén De Gea,21,GK,Right,193.0,,,,U. Murcia,2010.0,290.0,1.0,13.0,10.0,6.0,5.0,3,8.0,12.0,9.0,9,13.0,13.0,10.0,4.0,13,6,9,5,10,13,4,3,2,1,6,6,5,5,12,15,6,15,14,11,5,6,8,3,2,152230.0,34.0,52.0
85120411,Anthony Lamonge,26,GK,Right,182.0,71.0,,,FC Gueugnon,2090.0,420.0,1.0,11.0,6.0,8.0,5.0,8,10.0,9.0,10.0,7,8.0,9.0,12.0,9.0,15,12,10,4,9,14,15,2,11,1,11,8,4,11,14,12,13,11,13,12,7,12,8,2,8,,42.0,51.0
85133940,Romain Cagnon,25,GK,Right,192.0,86.0,,,FC Martigues,1740.0,380.0,1.0,14.0,9.0,12.0,5.0,7,11.0,8.0,8.0,7,10.0,10.0,15.0,6.0,8,11,15,8,8,9,13,3,10,1,14,8,7,6,11,15,14,15,14,9,7,14,6,2,7,,43.0,51.0
85144182,Alexandre Marfaing,26,GK,Right,190.0,83.0,,,FC Ouest Tourangea..,2650.0,420.0,1.0,12.0,10.0,8.0,7.0,7,10.0,8.0,9.0,7,10.0,14.0,6.0,8.0,8,12,11,11,10,9,11,6,8,2,10,9,3,6,13,10,13,14,13,9,5,12,4,3,6,,43.0,51.0
85144362,Esteban Salles,28,GK,Right,187.0,78.0,,,Grenoble,5080.0,1030.0,2.0,12.0,10.0,11.0,7.0,8,13.0,12.0,13.0,9,11.0,12.0,12.0,8.0,8,11,13,8,10,10,13,6,8,2,9,12,10,9,12,12,12,12,15,11,12,12,5,1,8,,50.0,51.0
91178053,Matti Kamenz,23,GK,Right,187.0,80.0,,,Greifswald,1450.0,400.0,3.0,13.0,7.0,9.0,5.0,4,12.0,10.0,8.0,9,5.0,13.0,13.0,6.0,7,11,15,9,10,12,18,3,12,3,12,9,8,8,11,8,9,14,12,10,4,7,7,4,2,,47.0,55.0
92101295,Alexander Weidinger,25,GK,Right,197.0,93.0,,,Regensburg,13400.0,2400.0,1.0,13.0,8.0,7.0,5.0,4,13.0,10.0,6.0,8,12.0,13.0,10.0,7.0,7,11,8,5,13,14,14,1,9,3,12,9,8,8,14,8,9,18,11,13,5,7,5,2,1,,45.0,51.0
2000013481,Diego Llamazares,19,GK,Right,180.0,,,,Mar Menor,3180.0,290.0,1.0,8.0,8.0,10.0,5.0,6,15.0,10.0,7.0,9,5.0,15.0,12.0,10.0,10,8,9,8,7,8,4,1,8,3,10,8,7,7,7,14,4,10,13,9,5,4,6,3,1,56960.0,38.0,47.0
2000024539,Alberto Lucano,17,GK,Right,188.0,,,,Crotone,87500.0,150.0,2.0,7.0,6.0,8.0,6.0,1,12.0,12.0,4.0,8,7.0,12.0,15.0,4.0,8,8,10,3,5,13,6,2,4,1,6,6,5,5,9,11,6,15,10,5,2,6,4,2,4,,29.0,45.0
2000045049,Evan Ovendale,17,GK,Right,182.0,,,,Newport Co,9060.0,350.0,1.0,9.0,7.0,7.0,5.0,1,12.0,7.0,7.0,4,11.0,12.0,7.0,5.0,6,8,13,4,4,12,5,2,2,1,6,4,3,3,11,6,4,4,12,9,1,3,6,3,1,,20.0,46.0
2000054268,Leo Mendes,21,GK,Right,196.0,,,,Atlético Paso,1710.0,290.0,1.0,10.0,12.0,6.0,5.0,3,7.0,13.0,9.0,7,5.0,12.0,11.0,8.0,8,9,11,7,11,14,9,3,5,1,7,8,7,7,6,6,8,13,12,11,3,8,6,1,4,133550.0,37.0,53.0
2000100054,Justin Bong,17,GK,Right,192.0,,,,Carl Zeiss Jena,3590.0,60.0,2.0,6.0,6.0,9.0,5.0,4,8.0,8.0,9.0,7,10.0,12.0,7.0,7.0,6,8,9,6,11,13,10,3,5,2,5,6,5,5,6,13,2,13,10,6,5,5,6,3,1,,30.0,45.0
2000100678,Erion Avdija,17,GK,Left,180.0,,,,1860 München,2430.0,60.0,1.0,7.0,8.0,10.0,5.0,3,11.0,14.0,9.0,6,6.0,14.0,10.0,10.0,13,8,14,5,12,11,16,2,5,3,6,6,4,4,8,12,6,9,11,7,1,5,4,2,1,,33.0,47.0
2000101083,Nicolas Glaus,20,GK,Right,186.0,,,,VfB Stuttgart,90080.0,330.0,1.0,7.0,9.0,8.0,5.0,4,14.0,7.0,8.0,7,9.0,11.0,11.0,10.0,13,10,10,7,7,13,18,3,11,1,5,7,6,5,9,10,7,12,7,6,1,6,6,3,5,,38.0,54.0
2000167708,Nico Campuzano,24,GK,Right,188.0,83.0,,,New England,22710.0,580.0,1.4,12.0,11.0,8.0,5.0,3,13.0,9.0,10.0,9,6.0,14.0,8.0,8.0,7,10,10,8,10,9,9,2,13,1,11,8,7,7,9,11,11,12,15,9,5,13,6,2,5,,42.0,51.0
2000186556,Alessio Piergiacomi,18,GK,Both,193.0,,,,Ancona,33390.0,150.0,1.0,12.0,5.0,8.0,5.0,1,12.0,5.0,5.0,8,12.0,8.0,14.0,4.0,9,2,9,2,2,12,13,3,4,1,9,4,3,3,10,6,4,12,13,8,1,3,5,3,1,,21.0,47.0
1405062,Paolo Tornaghi,34,GK,Right,193.0,84.0,,,Free Agent,,,,13.0,12.0,11.0,8.0,9,13.0,12.0,12.0,6,15.0,12.0,12.0,9.0,7,11,11,10,11,11,13,5,7,4,13,8,8,11,9,11,10,15,10,9,10,11,8,2,7,,48.0,51.0
28107810,Joe Hilton,22,GK,Right,199.0,,,,Blackburn,322850.0,870.0,1.0,18.0,11.0,11.0,3.0,7,10.0,11.0,10.0,12,4.0,10.0,7.0,10.0,5,11,9,12,11,10,1,1,6,4,12,11,7,11,11,10,8,16,11,10,11,14,5,3,7,,48.0,58.0
29022784,Nathan Ashmore,31,GK,Right,188.0,100.0,,,Boreham Wood,20006120.0,1160.0,2.0,11.0,13.0,16.0,11.0,2,14.0,9.0,8.0,5,15.0,17.0,10.0,11.0,16,8,12,3,6,7,7,1,11,2,6,14,4,8,6,10,11,14,10,6,4,12,6,3,4,,40.0,51.0
43124581,Giacomo Volpe,26,GK,Right,189.0,75.0,,,FeralpiSalò,3430.0,1300.0,1.0,12.0,10.0,12.0,10.0,7,13.0,11.0,11.0,8,14.0,14.0,12.0,10.0,11,10,10,9,9,10,14,10,8,6,11,12,10,12,10,11,11,14,14,10,14,13,4,2,8,,47.0,51.0
43195343,Vittorio Antonino,24,GK,Right,194.0,82.0,,,San Luca (RC),2130.0,590.0,1.0,13.0,12.0,9.0,11.0,9,12.0,11.0,11.0,9,12.0,12.0,10.0,9.0,10,9,11,10,10,8,11,5,9,3,10,9,7,9,8,12,10,14,12,9,10,11,4,1,8,,41.0,51.0
43318797,Riccardo Tosi,22,GK,Right,188.0,80.0,,,Mantova,63920.0,740.0,1.0,14.0,8.0,8.0,4.0,7,11.0,10.0,12.0,9,10.0,12.0,11.0,12.0,9,8,13,9,9,9,10,7,9,9,11,12,4,10,10,12,13,11,12,10,13,9,2,2,8,,43.0,51.0
43500170,Andrea D'Aniello,19,GK,Right,184.0,,,,Pescara,67160.0,510.0,1.0,13.0,9.0,6.0,5.0,3,12.0,13.0,9.0,9,11.0,13.0,11.0,10.0,14,8,10,6,10,14,8,1,6,1,7,8,7,7,9,11,5,8,15,9,2,4,8,2,3,,36.0,45.0
49061891,Yassine Gourari,21,GK,Right,191.0,,,,SAS Epinal,1880.0,420.0,1.0,7.0,5.0,8.0,5.0,5,14.0,10.0,10.0,10,11.0,14.0,14.0,9.0,7,10,6,8,11,15,16,2,4,3,13,9,8,7,9,8,9,15,11,6,2,5,5,1,7,,42.0,49.0
50081969,Dorian Chiotti,23,GK,Left,173.0,66.0,,,Louhans-Cuiseaux FC,2090.0,390.0,1.0,8.0,11.0,9.0,11.0,5,14.0,13.0,8.0,8,5.0,9.0,9.0,6.0,5,9,11,9,10,10,7,1,12,1,8,8,7,7,10,15,8,8,13,8,4,6,7,3,5,,42.0,50.0
67216554,Samu Casado,25,GK,Right,186.0,77.0,,,Linares,2170.0,390.0,1.0,14.0,10.0,8.0,5.0,2,10.0,8.0,12.0,6,12.0,12.0,9.0,10.0,3,9,10,4,15,12,2,2,10,2,9,10,2,9,7,12,7,11,9,8,8,12,3,5,2,131630.0,47.0,51.0
67219027,Juanma Conesa,24,GK,Right,184.0,67.0,,,Algar,0.0,,,9.0,14.0,8.0,15.0,3,12.0,12.0,11.0,9,7.0,9.0,7.0,8.0,10,8,10,5,8,12,5,3,4,3,7,7,6,5,13,12,7,10,15,13,1,5,5,3,1,,43.0,51.0
